Date,Team,Pitcher,SO_Projection,Model_Id,OU,Over_Odds,Scale_Over,Under_Odds,Scale_Over,BE_Over,BE_Under,Poisson_Over,Poison_Under,Edge_Over,Edge_Under,OverUnder_Id,Platform,Bet_Amt,Win_Loss,Net,Net_Auto,Secondary
6/28/2022,HOU,Framber Valdez,5.03,1,4.5,-130,-0.769230769,-105,-0.952380952,0.565,0.512,0.565,0.435,-0.046%,-7.695%,0,1,0.00,,,,
6/28/2022,NYM,Carlos Carrasco,4.97,1,3.5,-165,-0.606060606,125,1.25,0.623,0.444,0.731,0.269,10.810%,-17.518%,2,1,24.75,W,15.00,15.00,
6/28/2022,MIL,Brandon Woodruff,5.56,1,5.5,-154,-0.649350649,120,1.2,0.606,0.455,0.481,0.519,-12.496%,6.412%,1,2,15.00,L,-15.00,-15.00,
6/28/2022,STL,Dakota Hudson,4.00,1,3.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.567,0.433,3.165%,-10.141%,0,1,0.00,,,,
6/28/2022,CIN,Luis Castillo,5.95,1,5.5,-130,-0.769230769,100,1,0.565,0.500,0.546,0.454,-1.896%,-4.626%,0,1,0.00,,,,
6/28/2022,CHC,Keegan Thompson,3.77,1,3.5,-135,-0.740740741,100,1,0.574,0.500,0.520,0.480,-5.411%,-2.036%,0,1,0.00,,,,
6/28/2022,TEX,Jon Gray,4.97,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.379,0.621,-9.741%,3.789%,0,2,0.00,,,,
6/28/2022,KC,Jonathan Heasley,4.35,1,3.5,-130,-0.769230769,100,1,0.565,0.500,0.632,0.368,6.655%,-13.177%,2,1,19.50,L,-19.50,-19.50,
6/28/2022,LAD,Clayton Kershaw,4.08,1,4.5,-125,-0.8,-105,-0.952380952,0.556,0.512,0.387,0.613,-16.877%,10.102%,1,1,15.75,W,15.00,15.00,
6/28/2022,COL,Kyle Freeland,3.51,1,3.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.466,0.534,-7.993%,1.067%,0,1,0.00,,,,
6/28/2022,CWS,Johnny Cueto,4.78,1,4.5,-150,-0.666666667,110,1.1,0.600,0.476,0.520,0.480,-7.991%,0.371%,0,1,0.00,,,,
6/28/2022,SD,Sean Manaea,6.02,1,5.5,-110,-0.909090909,-115,-0.869565217,0.524,0.535,0.558,0.442,3.372%,-9.241%,0,1,0.00,,,,
6/28/2022,ARI,Zac Gallen,5.87,1,5.5,-118,-0.847457627,-108,-0.925925926,0.541,0.519,0.533,0.467,-0.806%,-5.245%,0,2,0.00,,,,
6/28/2022,DET,Tarik Skubal,5.48,1,5.5,-105,-0.952380952,-130,-0.769230769,0.512,0.565,0.468,0.532,-4.454%,-3.287%,0,1,0.00,,,,
6/28/2022,SF,Carlos Rodon,7.41,1,8.5,122,1.22,-154,-0.649350649,0.450,0.606,0.326,0.674,-12.474%,6.799%,1,2,15.40,W,10.00,10.00,
6/28/2022,BAL,Dean Kremer,4.03,1,4.5,115,1.15,-155,-0.64516129,0.465,0.608,0.377,0.623,-8.809%,1.513%,0,1,0.00,,,,
6/28/2022,SEA,Robbie Ray,6.51,1,6.5,-116,-0.862068966,-110,-0.909090909,0.537,0.524,0.475,0.525,-6.199%,0.114%,0,2,0.00,,,,
6/29/2022,MIL,Eric Lauer,4.62,1,4.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.491,0.509,-4.437%,-2.540%,0,1,0.00,,,,
6/29/2022,OAK,Cole Irvin,3.65,1,3.5,-140,-0.714285714,100,1,0.583,0.500,0.495,0.505,-8.797%,0.464%,0,1,0.00,,,,
6/29/2022,NYY,Jameson Taillon,4.80,1,5.5,112,1.12,-142,-0.704225352,0.472,0.587,0.349,0.651,-12.270%,6.423%,1,2,14.20,L,-14.20,-14.20,
6/29/2022,PIT,Mitch Keller,3.64,1,3.5,-104,-0.961538462,-125,-0.8,0.510,0.556,0.493,0.507,-1.655%,-4.881%,0,1,0.00,,,,
6/29/2022,HOU,Justin Verlander,5.74,1,5.5,-115,-0.869565217,-110,-0.909090909,0.535,0.524,0.512,0.488,-2.317%,-3.552%,0,1,0.00,,,,
6/29/2022,NYM,Taijuan Walker,4.37,1,4.5,115,1.15,-155,-0.64516129,0.465,0.608,0.443,0.557,-2.206%,-5.090%,0,1,0.00,,,,
6/29/2022,TEX,Dane Dunning,4.04,1,3.5,-125,-0.8,100,1,0.556,0.500,0.574,0.426,1.875%,-7.431%,0,1,0.00,,,,
6/29/2022,KC,Zack Greinke,3.78,1,2.5,-195,-0.512820513,145,1.45,0.661,0.408,0.728,0.272,6.684%,-13.602%,2,1,19.50,W,10.00,10.00,
6/29/2022,ARI,Madison Bumgarner,4.18,1,4.5,116,1.16,-148,-0.675675676,0.463,0.597,0.406,0.594,-5.668%,-0.306%,0,2,0.00,,,,
6/29/2022,SD,Mike Clevinger,4.85,1,4.5,-155,-0.64516129,115,1.15,0.608,0.465,0.533,0.467,-7.504%,0.208%,0,1,0.00,,,,
6/29/2022,SF,Alex Wood,5.86,1,4.5,-135,-0.740740741,105,1.05,0.574,0.488,0.696,0.304,12.130%,-18.357%,2,1,20.25,W,15.00,15.00,
6/29/2022,DET,Rony Garcia,4.45,1,3.5,-128,-0.78125,102,1.02,0.561,0.495,0.649,0.351,8.779%,-14.425%,2,2,19.20,W,15.00,15.00,
6/29/2022,SEA,Chris Flexen,4.61,1,4.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.489,0.511,-1.631%,-4.616%,0,2,0.00,,,,
6/29/2022,ATL,Kyle Wright,5.59,1,4.5,-158,-0.632911392,124,1.24,0.612,0.446,0.656,0.344,4.393%,-10.276%,0,2,0.00,,,,
6/29/2022,PHI,Ranger Suarez,4.78,1,4.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.520,0.480,-0.371%,-6.555%,0,1,0.00,,,,
6/29/2022,TOR,Alex Manoah,5.75,1,5.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.513,0.487,-1.043%,-5.883%,0,1,0.00,,,,
6/29/2022,BOS,Nick Pivetta,5.45,1,4.5,-135,-0.740740741,100,1,0.574,0.500,0.635,0.365,6.017%,-13.464%,2,1,13.50,W,10.00,10.00,
6/29/2022,MIN,Dylan Bundy,4.09,1,3.5,130,1.3,-166,-0.602409639,0.435,0.624,0.584,0.416,14.913%,-20.797%,2,2,15.00,L,-15.00,-15.00,
6/29/2022,CLE,Cal Quantrill,3.99,1,4.5,132,1.32,-168,-0.595238095,0.431,0.627,0.369,0.631,-6.183%,0.392%,0,2,0.00,,,,
6/29/2022,STL,Andre Pallante,4.28,1,3.5,100,1,-130,-0.769230769,0.500,0.565,0.619,0.381,11.924%,-18.446%,2,1,10.00,L,-10.00,-10.00,
6/29/2022,MIA,Sandy Alcantara,5.40,1,5.5,112,1.12,-142,-0.704225352,0.472,0.587,0.454,0.546,-1.783%,-4.064%,0,2,0.00,,,,
6/29/2022,CIN,Hunter Greene,6.96,1,6.5,108,1.08,-136,-0.735294118,0.481,0.576,0.544,0.456,6.354%,-12.058%,2,2,10.00,L,-10.00,-10.00,
6/29/2022,CHC,Justin Steele,4.29,1,4.5,105,1.05,-140,-0.714285714,0.488,0.583,0.428,0.572,-6.018%,-1.096%,0,1,0.00,,,,
6/29/2022,LAD,Julio Urias,3.88,1,4.5,102,1.02,-130,-0.769230769,0.495,0.565,0.348,0.652,-14.732%,8.705%,1,2,19.50,L,-19.50,-19.50,
6/29/2022,COL,German Marquez,4.70,1,3.5,-160,-0.625,120,1.2,0.615,0.455,0.690,0.310,7.493%,-14.486%,2,1,24.00,L,-24.00,-24.00,
6/29/2022,CWS,Michael Kopech,6.17,1,5.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.581,0.419,5.742%,-12.668%,2,1,11.00,W,10.00,10.00,
6/29/2022,LAA,Shohei Ohtani,5.85,1,6.5,-110,-0.909090909,-125,-0.8,0.524,0.556,0.370,0.630,-15.419%,7.483%,1,1,12.50,L,-12.50,-12.50,
6/30/2022,MIN,Chris Archer,3.12,1,2.5,-190,-0.526315789,140,1.4,0.655,0.417,0.603,0.397,-5.202%,-1.982%,0,1,0.00,,,,
6/30/2022,CLE,Shane Bieber,5.97,1,6.5,-105,-0.952380952,-125,-0.8,0.512,0.556,0.389,0.611,-12.332%,5.557%,1,1,18.75,W,15.00,15.00,
6/30/2022,ATL,Ian Anderson,5.00,1,4.5,-128,-0.78125,102,1.02,0.561,0.495,0.560,0.440,-0.190%,-5.456%,0,2,0.00,,,,
6/30/2022,PHI,Aaron Nola,7.31,1,7.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.447,0.553,-9.808%,2.882%,0,1,0.00,,,,
6/30/2022,HOU,Luis Garcia,4.73,1,5.5,102,1.02,-130,-0.769230769,0.495,0.565,0.337,0.663,-15.827%,9.800%,1,2,19.50,L,-19.50,-19.50,
6/30/2022,NYY,Luis Severino,5.44,1,6.5,-102,-0.980392157,-124,-0.806451613,0.505,0.554,0.305,0.695,-20.039%,14.186%,1,2,18.60,W,15.00,15.00,
6/30/2022,PIT,JT Brubaker,4.55,1,4.5,-144,-0.694444444,114,1.14,0.590,0.467,0.477,0.523,-11.280%,5.535%,1,2,15.00,L,-15.00,-15.00,
6/30/2022,MIL,Adrian Houser,4.32,1,4.5,115,1.15,-155,-0.64516129,0.465,0.608,0.433,0.567,-3.169%,-4.127%,0,1,0.00,,,,
6/30/2022,TOR,Yusei Kikuchi,4.15,1,4.5,110,1.1,-145,-0.689655172,0.476,0.592,0.400,0.600,-7.575%,0.772%,0,1,0.00,,,,
6/30/2022,CIN,Graham Ashcraft,4.01,1,4.5,104,1.04,-134,-0.746268657,0.490,0.573,0.373,0.627,-11.708%,5.423%,1,2,20.10,W,15.00,15.00,
6/30/2022,CHC,Kyle Hendricks,3.47,1,3.5,-102,-0.980392157,-124,-0.806451613,0.505,0.554,0.457,0.543,-4.807%,-1.045%,0,2,0.00,,,,
6/30/2022,SD,Joe Musgrove,5.74,1,5.5,-156,-0.641025641,122,1.22,0.609,0.450,0.512,0.488,-9.767%,3.784%,0,2,0.00,,,,
6/30/2022,SEA,Logan Gilbert,6.00,1,5.5,-160,-0.625,120,1.2,0.615,0.455,0.554,0.446,-6.106%,-0.887%,0,1,0.00,,,,
7/1/2022,BOS,Rich Hill,5.05,1,4.5,100,1,-130,-0.769230769,0.500,0.565,0.568,0.432,6.824%,-13.345%,2,1,15.00,L,-15.00,-15.00,
7/1/2022,TB,Corey Kluber,4.08,1,4.5,134,1.34,-172,-0.581395349,0.427,0.632,0.387,0.613,-4.056%,-1.914%,0,2,0.00,,,,
7/1/2022,TOR,Jose Berrios,5.03,1,4.5,-140,-0.714285714,110,1.1,0.583,0.476,0.565,0.435,-1.858%,-4.095%,0,2,0.00,,,,
7/1/2022,WSH,Josiah Gray,5.99,1,5.5,-125,-0.8,-105,-0.952380952,0.556,0.512,0.553,0.447,-0.284%,-6.491%,0,1,0.00,,,,
7/1/2022,MIA,Trevor Rodgers,4.03,1,4.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.377,0.623,-12.793%,6.545%,1,2,18.90,W,15.00,15.00,
7/1/2022,STL,Miles Mikolas,4.55,1,4.5,-135,-0.740740741,100,1,0.574,0.500,0.477,0.523,-9.711%,2.264%,0,1,0.00,,,,
7/1/2022,ATL,Max Fried,6.05,2,6.5,124,1.24,-158,-0.632911392,0.446,0.612,0.402,0.598,-4.470%,-1.413%,0,2,0.00,,,,
7/1/2022,CIN,Mike Minor,4.57,1,5.5,125,1.25,-165,-0.606060606,0.444,0.623,0.309,0.691,-13.537%,6.829%,1,1,24.75,W,15.00,15.00,
7/1/2022,MIL,Corbin Burnes,6.94,1,8.5,104,1.04,-132,-0.757575758,0.490,0.569,0.263,0.737,-22.708%,16.791%,1,2,26.40,W,20.00,20.00,
7/1/2022,PIT,Roansy Contreras,5.61,1,4.5,105,1.05,-140,-0.714285714,0.488,0.583,0.659,0.341,17.156%,-24.270%,2,1,15.00,L,-15.00,-15.00,
7/1/2022,TEX,Glenn Otto,3.44,1,3.5,130,1.3,-175,-0.571428571,0.435,0.636,0.450,0.550,1.558%,-8.673%,0,1,0.00,,,,
7/1/2022,NYM,Chris Bassitt,6.12,1,5.5,-175,-0.571428571,130,1.3,0.636,0.435,0.573,0.427,-6.297%,-0.818%,0,1,0.00,,,,
7/1/2022,CLE,Aaron Civale,4.13,1,4.5,110,1.1,-140,-0.714285714,0.476,0.583,0.397,0.603,-7.965%,2.012%,0,2,0.00,,,,
7/1/2022,KC,Brad Keller,4.39,1,4.5,130,1.3,-170,-0.588235294,0.435,0.630,0.447,0.553,1.212%,-7.653%,0,1,0.00,,,,
7/1/2022,COL,Antonio Senzatela,3.20,2,2.5,-186,-0.537634409,140,1.4,0.650,0.417,0.620,0.380,-3.025%,-3.676%,0,1,0.00,,,,
7/1/2022,ARI,Merrill Kelly,3.73,1,3.5,-150,-0.666666667,118,1.18,0.600,0.459,0.512,0.488,-8.791%,2.919%,0,2,0.00,,,,
7/1/2022,MIN,Joe Ryan,6.24,1,5.5,126,1.26,-160,-0.625,0.442,0.615,0.592,0.408,14.958%,-20.744%,2,2,15.00,W,18.90,18.90,
7/1/2022,HOU,Christian Javier,7.28,1,7.5,-108,-0.925925926,-118,-0.847457627,0.519,0.541,0.443,0.557,-7.630%,1.578%,0,2,0.00,,,,
7/1/2022,LAA,Michael Lorenzen,4.01,1,3.5,-148,-0.675675676,116,1.16,0.597,0.463,0.568,0.432,-2.829%,-3.144%,0,2,0.00,,,,
7/1/2022,OAK,James Kaprielian,4.67,1,4.5,100,1,-130,-0.769230769,0.500,0.565,0.500,0.500,-0.017%,-6.505%,0,1,0.00,,,,
7/1/2022,SEA,Marco Gonzales,4.50,1,4.5,120,1.2,-165,-0.606060606,0.455,0.623,0.468,0.532,1.335%,-9.054%,0,1,0.00,,,,
7/1/2022,SD,Blake Snell,5.84,1,6.5,110,1.1,-145,-0.689655172,0.476,0.592,0.368,0.632,-10.817%,4.015%,0,1,0.00,,,,
7/1/2022,LAA,Tony Gonsolin,5.56,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.481,0.519,0.515%,-6.467%,0,2,0.00,,,,
7/1/2022,SF,Alex Cobb,4.58,1,4.5,100,1,-135,-0.740740741,0.500,0.574,0.483,0.517,-1.699%,-5.748%,0,1,0.00,,,,
7/1/2022,CWS,Lance Lynn,5.15,1,5.5,114,1.14,-144,-0.694444444,0.467,0.590,0.410,0.590,-5.695%,-0.050%,0,2,0.00,,,,
7/2/2022,BAL,Jordan Lyles,3.93,1,3.5,-155,-0.64516129,115,1.15,0.608,0.465,0.553,0.447,-5.511%,-1.785%,0,1,0.00,,,,
7/2/2022,MIN,Sonny Gray,5.45,1,4.5,-155,-0.64516129,120,1.2,0.608,0.455,0.635,0.365,2.679%,-8.918%,0,1,0.00,,,,
7/2/2022,CWS,Dylan Cease,6.99,1,7.5,105,1.05,-145,-0.689655172,0.488,0.592,0.400,0.600,-8.801%,0.837%,0,1,0.00,,,,
7/2/2022,SF,Logan Webb,5.40,1,5.5,120,1.2,-152,-0.657894737,0.455,0.603,0.454,0.546,-0.068%,-5.704%,0,2,0.00,,,,
7/2/2022,PHI,Kyle Gibson,5.03,1,4.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.565,0.435,2.987%,-9.964%,0,1,0.00,,,,
7/2/2022,STL,Matthew Liberatore,3.96,1,3.5,-166,-0.602409639,130,1.3,0.624,0.435,0.559,0.441,-6.538%,0.654%,0,2,0.00,,,,
7/2/2022,MIL,Aaron Ashby,5.02,1,5.5,100,1,-130,-0.769230769,0.500,0.565,0.388,0.612,-11.245%,4.723%,0,1,0.00,,,,
7/2/2022,ATL,Spencer Strider,7.01,1,6.5,-130,-0.769230769,100,1,0.565,0.500,0.552,0.448,-1.344%,-5.178%,0,1,0.00,,,,
7/2/2022,CIN,Tyler Mahle,6.34,1,6.5,-110,-0.909090909,-125,-0.8,0.524,0.556,0.448,0.552,-7.567%,-0.369%,0,1,0.00,,,,
7/2/2022,HOU,Jose Urquidy,5.62,1,5.5,-126,-0.793650794,-102,-0.980392157,0.558,0.505,0.492,0.508,-6.599%,0.352%,0,2,0.00,,,,
7/2/2022,LAA,Patrick Sandoval,4.77,1,4.5,-106,-0.943396226,-122,-0.819672131,0.515,0.550,0.518,0.482,0.370%,-6.782%,0,2,0.00,,,,
7/2/2022,SEA,George Kirby,5.00,1,5.5,-102,-0.980392157,-124,-0.806451613,0.505,0.554,0.384,0.616,-12.091%,6.239%,1,2,18.60,L,-18.60,-18.60,
7/2/2022,OAK,Paul Blackburn,4.50,1,3.5,-160,-0.625,120,1.2,0.615,0.455,0.658,0.342,4.232%,-11.225%,0,1,0.00,,,,
7/2/2022,DET,Beau Brieske,3.66,1,3.5,114,1.14,-144,-0.694444444,0.467,0.590,0.497,0.503,3.018%,-8.763%,0,2,0.00,,,,
7/2/2022,KC,Kris Bubic,4.49,1,3.5,-155,-0.64516129,115,1.15,0.608,0.465,0.656,0.344,4.817%,-12.113%,0,1,0.00,,,,
7/2/2022,TEX,Martin Perez,4.47,1,4.5,100,1,-135,-0.740740741,0.500,0.574,0.462,0.538,-3.781%,-3.666%,0,1,0.00,,,,
7/2/2022,BOS,Josh Winckowski,4.53,1,3.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.663,0.337,11.729%,-18.655%,2,1,18.00,W,15.00,15.00,
7/2/2022,SD,Yu Darvish,5.66,1,5.5,-170,-0.588235294,125,1.25,0.630,0.444,0.498,0.502,-13.134%,5.727%,1,1,15.00,L,-15.00,-15.00,
7/2/2022,LAD,Tyler Anderson,4.38,1,4.5,108,1.08,-138,-0.724637681,0.481,0.580,0.445,0.555,-3.579%,-2.481%,0,2,0.00,,,,
7/2/2022,COL,Austin Gomber,3.20,1,3.5,120,1.2,-165,-0.606060606,0.455,0.623,0.397,0.603,-5.707%,-2.012%,0,1,0.00,,,,
7/3/2022,KC,Brady Singer,4.98,1,4.5,-135,-0.740740741,100,1,0.574,0.500,0.556,0.444,-1.848%,-5.599%,0,1,0.00,,,,
7/3/2022,DET,Tarik Skubal,5.88,1,5.5,116,1.16,-148,-0.675675676,0.463,0.597,0.535,0.465,7.190%,-13.163%,2,2,15.00,L,-15.00,-15.00,
7/3/2022,MIL,Brandon Woodruff,6.56,1,6.5,-160,-0.625,120,1.2,0.615,0.455,0.483,0.517,-13.248%,6.255%,1,1,15.00,L,-15.00,-15.00,
7/3/2022,PIT,Zach Thompson,3.87,1,3.5,100,1,-130,-0.769230769,0.500,0.565,0.541,0.459,4.073%,-10.595%,0,1,0.00,,,,
7/3/2022,MIA,Pablo Lopez,4.79,1,4.5,-140,-0.714285714,100,1,0.583,0.500,0.522,0.478,-6.141%,-2.192%,0,1,0.00,,,,
7/3/2022,WSH,Erick Fedde,4.63,1,4.5,110,1.1,-145,-0.689655172,0.476,0.592,0.492,0.508,1.619%,-8.422%,0,1,0.00,,,,
7/3/2022,TOR,Ross Stripling,4.01,1,3.5,102,1.02,-128,-0.78125,0.495,0.561,0.568,0.432,7.343%,-12.988%,2,2,15.00,L,-15.00,-15.00,
7/3/2022,NYY,Jordan Montgomery,4.62,1,4.5,-128,-0.78125,102,1.02,0.561,0.495,0.491,0.509,-7.089%,1.444%,0,2,0.00,,,,
7/3/2022,CLE,Triston McKenzie,5.12,1,5.5,120,1.2,-152,-0.657894737,0.455,0.603,0.405,0.595,-4.946%,-0.826%,0,2,0.00,,,,
7/3/2022,NYM,Carlos Carrasco,5.29,1,5.5,108,1.08,-138,-0.724637681,0.481,0.580,0.435,0.565,-4.598%,-1.462%,0,2,0.00,,,,
7/3/2022,TEX,Jon Gray,4.76,1,4.5,-180,-0.555555556,135,1.35,0.643,0.426,0.516,0.484,-12.642%,5.803%,1,1,10.00,L,-10.00,-10.00,
7/3/2022,ATL,Charlie Morton,6.01,1,6.5,125,1.25,-165,-0.606060606,0.444,0.623,0.395,0.605,-4.914%,-1.794%,0,1,0.00,,,,
7/3/2022,PHI,Zack Wheeler,6.33,1,6.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.447,0.553,-7.726%,0.800%,0,1,0.00,,,,
7/3/2022,STL,Adam Wainwright,4.84,1,4.5,-150,-0.666666667,115,1.15,0.600,0.465,0.531,0.469,-6.900%,0.389%,0,1,0.00,,,,
7/4/2022,WSH,Patrick Corbin,4.37,1,5.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.275,0.725,-24.877%,17.951%,1,1,18.00,W,15.00,15.00,
7/4/2022,TEX,Dane Dunning,4.67,1,3.5,-156,-0.641025641,122,1.22,0.609,0.450,0.686,0.314,7.619%,-13.602%,2,2,23.40,W,15.00,15.00,
7/4/2022,CLE,Zach Plesac,4.89,1,4.5,100,1,-130,-0.769230769,0.500,0.565,0.540,0.460,4.000%,-10.522%,0,1,0.00,,,,
7/4/2022,CHC,Justin Steele,5.07,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.396,0.604,-7.987%,2.035%,0,2,0.00,,,,
7/4/2022,MIL,Eric Lauer,5.68,1,5.5,-106,-0.943396226,-120,-0.833333333,0.515,0.545,0.502,0.498,-1.291%,-4.711%,0,2,0.00,,,,
7/4/2022,KC,Jonathan Heasley,3.97,1,3.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.561,0.439,2.576%,-9.553%,0,1,0.00,,,,
7/4/2022,HOU,Jake Odorizzi,4.01,1,3.5,-145,-0.689655172,110,1.1,0.592,0.476,0.568,0.432,-2.336%,-4.467%,0,1,0.00,,,,
7/4/2022,SF,Carlos Rodon,6.54,1,7.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.333,0.667,-17.670%,11.735%,1,2,24.40,W,20.00,20.00,
7/4/2022,ARI,Madison Bumgarner,4.10,1,4.5,-106,-0.943396226,-118,-0.847457627,0.515,0.541,0.391,0.609,-12.387%,6.802%,1,2,17.70,W,15.00,15.00,
7/4/2022,CIN,Hunter Greene,5.44,1,5.5,-105,-0.952380952,-130,-0.769230769,0.512,0.565,0.461,0.539,-5.142%,-2.599%,0,1,0.00,,,,
7/4/2022,NYM,Taijuan Walker,4.29,1,4.5,-128,-0.78125,100,1,0.561,0.500,0.428,0.572,-13.378%,7.237%,1,2,15.00,L,-15.00,-15.00,
7/4/2022,SEA,Chris Flexen,4.12,1,3.5,100,1,-135,-0.740740741,0.500,0.574,0.590,0.410,8.962%,-16.408%,2,1,20.00,W,20.00,20.00,
7/4/2022,SD,Sean Manaea,6.41,1,6.5,104,1.04,-132,-0.757575758,0.490,0.569,0.459,0.541,-3.094%,-2.822%,0,2,0.00,,,,
7/4/2022,STL,Dakota Hudson,3.79,1,3.5,105,1.05,-140,-0.714285714,0.488,0.583,0.524,0.476,3.666%,-10.780%,0,1,0.00,,,,
7/4/2022,ATL,Kyle Wright,5.34,1,5.5,128,1.28,-164,-0.609756098,0.439,0.621,0.443,0.557,0.488%,-6.469%,0,2,0.00,,,,
7/4/2022,MIN,Dylan Bundy,4.24,1,3.5,120,1.2,-160,-0.625,0.455,0.615,0.612,0.388,15.742%,-22.735%,2,1,20.00,W,24.00,24.00,
7/4/2022,CWS,Johnny Cueto,4.33,1,4.5,120,1.2,-160,-0.625,0.455,0.615,0.435,0.565,-1.919%,-5.074%,0,1,0.00,,,,
7/4/2022,TOR,Alex Manoah,5.97,1,6.5,122,1.22,-156,-0.641025641,0.450,0.609,0.389,0.611,-6.157%,0.175%,0,2,0.00,,,,
7/4/2022,OAK,Cole Irvin,3.43,1,3.5,-146,-0.684931507,114,1.14,0.593,0.467,0.448,0.552,-14.531%,8.452%,1,2,15.00,L,-15.00,-15.00,
7/4/2022,COL,Kyle Freeland,3.52,1,4.5,120,1.2,-152,-0.657894737,0.455,0.603,0.278,0.722,-17.621%,11.849%,1,2,30.40,L,-30.40,-30.40,
7/4/2022,LAD,Julio Urias,5.20,1,5.5,126,1.26,-160,-0.625,0.442,0.615,0.419,0.581,-2.339%,-3.447%,0,2,0.00,,,,
7/5/2022,SEA,Logan Gilbert,5.51,1,4.5,-158,-0.632911392,124,1.24,0.612,0.446,0.644,0.356,3.163%,-9.047%,0,2,0.00,,,,
7/5/2022,SD,Mike Clevinger,5.58,1,5.5,-116,-0.862068966,-110,-0.909090909,0.537,0.524,0.485,0.515,-5.230%,-0.855%,0,2,0.00,,,,
7/5/2022,NYM,Max Scherzer,6.26,1,7.5,112,1.12,-142,-0.704225352,0.472,0.587,0.293,0.707,-17.917%,12.070%,1,2,28.40,L,-28.40,-28.40,
7/5/2022,MIA,Sandy Alcantara,6.98,1,7.5,120,1.2,-160,-0.625,0.455,0.615,0.398,0.602,-5.624%,-1.369%,0,1,0.00,,,,
7/5/2022,LAA,Noah Syndergaard,4.35,1,4.5,110,1.1,-140,-0.714285714,0.476,0.583,0.439,0.561,-3.698%,-2.254%,0,2,0.00,,,,
7/5/2022,NYY,Jameson Taillon,4.87,1,4.5,-130,-0.769230769,100,1,0.565,0.500,0.536,0.464,-2.881%,-3.641%,0,1,0.00,,,,
7/5/2022,PIT,Jose Quintana,3.89,1,4.5,110,1.1,-140,-0.714285714,0.476,0.583,0.350,0.650,-12.651%,6.698%,1,2,21.00,L,-21.00,-21.00,
7/5/2022,TB,Jeffrey Springs,4.64,1,4.5,-160,-0.625,120,1.2,0.615,0.455,0.494,0.506,-12.114%,5.121%,1,1,15.00,L,-15.00,-15.00,
7/5/2022,BOS,Nick Pivetta,5.17,1,4.5,-200,-0.5,135,1.35,0.667,0.426,0.589,0.411,-7.785%,-1.434%,0,1,0.00,,,,
7/5/2022,CLE,Cal Quantrill,4.62,1,4.5,130,1.3,-170,-0.588235294,0.435,0.630,0.491,0.509,5.573%,-12.014%,2,1,15.00,L,-15.00,-15.00,
7/5/2022,ATL,Ian Anderson,5.12,1,4.5,120,1.2,-154,-0.649350649,0.455,0.606,0.580,0.420,12.576%,-18.660%,2,2,20.00,L,-20.00,-20.00,
7/5/2022,HOU,Luis Garcia,5.29,1,5.5,-136,-0.735294118,108,1.08,0.576,0.481,0.435,0.565,-14.148%,8.444%,1,2,15.00,L,-15.00,-15.00,
7/5/2022,KC,Zack Greinke,3.43,1,3.5,124,1.24,-158,-0.632911392,0.446,0.612,0.448,0.552,0.176%,-6.059%,0,2,0.00,,,,
7/5/2022,MIN,Chris Archer,3.43,1,3.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.448,0.552,-7.562%,0.636%,0,1,0.00,,,,
7/5/2022,CWS,Michael Kopech,5.61,1,5.5,120,1.2,-152,-0.657894737,0.455,0.603,0.490,0.510,3.529%,-9.301%,0,2,0.00,,,,
7/5/2022,CHC,Kyle Hendricks,4.25,1,3.5,-165,-0.606060606,125,1.25,0.623,0.444,0.614,0.386,-0.885%,-5.823%,0,1,0.00,,,,
7/5/2022,TOR,Yusei Kikuchi,4.97,1,4.5,-165,-0.606060606,125,1.25,0.623,0.444,0.554,0.446,-6.841%,0.133%,0,2,0.00,,,,
7/5/2022,SF,Alex Wood,5.22,1,5.5,124,1.24,-158,-0.632911392,0.446,0.612,0.423,0.577,-2.385%,-3.498%,0,2,0.00,,,,
7/5/2022,COL,German Marquez,4.87,1,4.5,-106,-0.943396226,-118,-0.847457627,0.515,0.541,0.536,0.464,2.184%,-7.769%,0,2,0.00,,,,
7/6/2022,CLE,Shane Bieber,6.95,1,6.5,-165,-0.606060606,120,1.2,0.623,0.455,0.543,0.457,-7.983%,0.264%,0,1,0.00,,,,
7/6/2022,DET,Michael Pineda,3.20,1,2.5,-160,-0.625,120,1.2,0.615,0.455,0.620,0.380,0.471%,-7.464%,0,1,0.00,,,,
