Date,Team,Pitcher,SO_Projection,Model_Id,OU,Over_Odds,Scale_Over,Under_Odds,Scale_Over,BE_Over,BE_Under,Poisson_Over,Poison_Under,Edge_Over,Edge_Under,OverUnder_Id,Platform,Bet_Amt,Win_Loss,Net,Net_Auto,Secondary
6/20/2022,PIT,JT Brubaker,5.24,1,5.5,108,1.08,-138,-0.724637681,0.481,0.580,0.426,0.574,-5.470%,-0.590%,0,2,0.00,,,,
6/20/2022,NYY,Gerrit Cole,7.63,1,8.5,116,1.16,-146,-0.684931507,0.463,0.593,0.356,0.644,-10.701%,5.055%,1,2,14.60,L,-14.60,-14.60,
6/20/2022,TB,Shane McClanahan,6.17,1,7.5,-106,-0.943396226,-122,-0.819672131,0.515,0.550,0.280,0.720,-23.483%,17.071%,1,2,12.20,L,-12.20,-12.20,
6/20/2022,DET,Alex Faedo,4.26,1,4.5,110,1.1,-150,-0.666666667,0.476,0.600,0.422,0.578,-5.437%,-2.182%,0,1,0.00,,,,
6/20/2022,SF,Logan Webb,5.49,1,5.5,-150,-0.666666667,118,1.18,0.600,0.459,0.469,0.531,-13.063%,7.192%,1,2,10.00,L,-10.00,-10.00,
6/20/2022,ATL,Max Fried,5.71,1,5.5,-145,-0.689655172,110,1.1,0.592,0.476,0.507,0.493,-8.514%,1.712%,0,1,0.00,,,,
6/20/2022,MIL,Corbin Burnes,7.57,1,7.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.486,0.514,-4.929%,-2.047%,0,1,0.00,,,,
6/20/2022,STL,Miles Mikolas,4.92,1,4.5,-166,-0.602409639,130,1.3,0.624,0.435,0.545,0.455,-7.870%,1.986%,0,2,0.00,,,,
6/20/2022,TOR,Jose Berrios,5.56,1,5.5,110,1.1,-150,-0.666666667,0.476,0.600,0.481,0.519,0.515%,-8.134%,0,1,0.00,,,,
6/20/2022,KC,Kris Bubic,4.69,1,4.5,100,1,-135,-0.740740741,0.500,0.574,0.504,0.496,0.354%,-7.801%,0,1,0.00,,,,
6/20/2022,LAA,Noah Syndergaard,3.91,1,4.5,116,1.16,-148,-0.675675676,0.463,0.597,0.354,0.646,-10.938%,4.964%,1,2,7.40,L,-7.40,-7.40,
6/20/2022,SD,Yu Darvish,6.45,1,6.5,105,1.05,-140,-0.714285714,0.488,0.583,0.466,0.534,-2.222%,-4.892%,0,1,0.00,,,,
6/20/2022,ARI,Zach Davies,4.11,1,3.5,-154,-0.649350649,122,1.22,0.606,0.450,0.588,0.412,-1.858%,-3.817%,0,2,0.00,,,,
6/21/2022,CWS,Dylan Cease,6.42,2,7.5,110,1.1,-145,-0.689655172,0.476,0.592,0.316,0.684,-16.061%,9.258%,1,1,21.75,L,-21.75,-21.75,
6/21/2022,TOR,Kevin Gausman,5.81,1,4.5,-155,-0.64516129,125,1.25,0.608,0.444,0.689,0.311,8.086%,-13.315%,2,1,23.25,W,15.00,15.00,
6/21/2022,LAD,Tony Gonsolin,4.69,1,5.5,135,1.35,-180,-0.555555556,0.426,0.643,0.330,0.670,-9.571%,2.732%,0,1,0.00,,,,
6/21/2022,CIN,Tyler Mahle,5.43,1,5.5,-165,-0.606060606,125,1.25,0.623,0.444,0.459,0.541,-16.359%,9.651%,1,1,15.00,W,18.75,18.75,
6/21/2022,COL,Ryan Feltner,4.90,1,5.5,116,1.16,-148,-0.675675676,0.463,0.597,0.366,0.634,-9.646%,3.673%,0,2,0.00,,,,
6/21/2022,PIT,Roansy Contreras,5.28,2,5.5,105,1.05,-135,-0.740740741,0.488,0.574,0.433,0.567,-5.476%,-0.751%,0,1,0.00,,,,
6/21/2022,CHC,Matt Swarmer,4.16,1,3.5,-138,-0.724637681,108,1.08,0.580,0.481,0.597,0.403,1.732%,-7.792%,0,2,0.00,,,,
6/21/2022,WSH,Erick Fedde,4.64,1,3.5,-150,-0.666666667,115,1.15,0.600,0.465,0.681,0.319,8.077%,-14.589%,2,1,22.50,W,15.00,15.00,
6/21/2022,BAL,Jordan Lyles,3.96,1,3.5,105,1.05,-140,-0.714285714,0.488,0.583,0.559,0.441,7.087%,-14.201%,2,1,15.00,W,15.75,15.75,
6/21/2022,DET,Beau Brieske,3.72,1,3.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.510,0.490,-3.544%,-3.382%,0,1,0.00,,,,
6/21/2022,BOS,Rich Hill,4.78,1,4.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.520,0.480,-2.536%,-4.390%,0,1,0.00,,,,
6/21/2022,NYY,Nestor Cortes,5.97,1,5.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.549,0.451,0.404%,-7.330%,0,1,0.00,,,,
6/21/2022,ATL,Spencer Strider,6.15,1,6.5,-170,-0.588235294,125,1.25,0.630,0.444,0.418,0.582,-21.185%,13.778%,1,1,15.00,W,18.75,18.75,
6/21/2022,CLE,Aaron Civale,4.01,1,3.5,-150,-0.666666667,118,1.18,0.600,0.459,0.568,0.432,-3.152%,-2.720%,0,2,0.00,,,,
6/21/2022,MIN,Joe Ryan,4.94,1,3.5,-165,-0.606060606,125,1.25,0.623,0.444,0.726,0.274,10.381%,-17.089%,2,1,24.75,W,15.00,15.00,
6/21/2022,PHI,Kyle Gibson,5.07,1,4.5,-135,-0.740740741,100,1,0.574,0.500,0.572,0.428,-0.277%,-7.170%,0,1,0.00,,,,
6/21/2022,TEX,Martin Perez,4.58,1,4.5,-134,-0.746268657,106,1.06,0.573,0.485,0.483,0.517,-8.964%,3.155%,0,2,0.00,,,,
6/21/2022,HOU,Jose Urquidy,4.09,1,4.5,130,1.3,-175,-0.571428571,0.435,0.636,0.389,0.611,-4.604%,-2.510%,0,1,0.00,,,,
6/21/2022,KC,Jonathan Heasley,4.36,1,4.5,100,1,-128,-0.78125,0.500,0.561,0.441,0.559,-5.887%,-0.254%,0,2,0.00,,,,
6/21/2022,LAA,Reid Detmers,4.50,1,3.5,-165,-0.606060606,125,1.25,0.623,0.444,0.658,0.342,3.506%,-10.215%,0,1,0.00,,,,
6/21/2022,OAK,James Kaprielian,4.41,1,3.5,-166,-0.602409639,130,1.3,0.624,0.435,0.642,0.358,1.823%,-7.708%,0,2,0.00,,,,
6/21/2022,SEA,Marco Gonzales,4.25,1,3.5,-154,-0.649350649,122,1.22,0.606,0.450,0.614,0.386,0.749%,-6.424%,0,2,0.00,,,,
6/21/2022,SD,Sean Manaea,6.58,1,6.5,116,1.16,-148,-0.675675676,0.463,0.597,0.486,0.514,2.307%,-8.281%,0,2,0.00,,,,
6/21/2022,ARI,Zac Gallen,5.57,1,4.5,-128,-0.78125,100,1,0.561,0.500,0.653,0.347,9.188%,-15.328%,2,2,19.20,W,15.00,15.00,
6/22/2022,CWS,Lucas Giolito,5.76,1,6.5,-134,-0.746268657,104,1.04,0.573,0.490,0.355,0.645,-21.744%,15.459%,1,2,20.40,W,21.22,21.22,
6/22/2022,TOR,Ross Stripling,3.69,1,3.5,106,1.06,-134,-0.746268657,0.485,0.573,0.504,0.496,1.832%,-7.641%,0,2,0.00,,,,
6/22/2022,NYM,Carlos Carrasco,4.33,1,4.5,-125,-0.8,-105,-0.952380952,0.556,0.512,0.435,0.565,-12.020%,5.245%,1,1,10.50,W,10.00,10.00,
6/22/2022,HOU,Luis Garcia,4.88,1,5.5,108,1.08,-138,-0.724637681,0.481,0.580,0.363,0.637,-11.778%,5.717%,1,2,13.80,W,10.00,10.00,
6/22/2022,PHI,Zack Wheeler,6.39,1,6.5,-136,-0.735294118,108,1.08,0.576,0.481,0.456,0.544,-12.019%,6.315%,1,2,10.00,L,-10.00,-10.00,
6/22/2022,TEX,Jon Gray,5.62,1,5.5,-164,-0.609756098,128,1.28,0.621,0.439,0.492,0.508,-12.968%,6.987%,1,2,10.00,W,12.80,12.80,
6/22/2022,ARI,Madison Bumgarner,4.26,1,4.5,116,1.16,-146,-0.684931507,0.463,0.593,0.422,0.578,-4.114%,-1.532%,0,2,0.00,,,,
6/22/2022,LAD,Tyler Anderson,4.03,1,4.5,-145,-0.689655172,105,1.05,0.592,0.488,0.377,0.623,-21.481%,13.517%,1,1,10.00,W,10.50,10.50,
6/22/2022,CIN,Luis Castillo,5.25,1,5.5,100,1,-135,-0.740740741,0.500,0.574,0.428,0.572,-7.218%,-0.229%,0,1,0.00,,,,
6/22/2022,COL,Chad Kuhl,4.71,1,4.5,110,1.1,-145,-0.689655172,0.476,0.592,0.507,0.493,3.105%,-9.908%,0,1,0.00,,,,
6/22/2022,MIA,Pablo Lopez,5.57,1,5.5,-152,-0.657894737,120,1.2,0.603,0.455,0.483,0.517,-12.013%,6.241%,1,2,10.00,L,-10.00,-10.00,
6/22/2022,WSH,Patrick Corbin,4.22,1,4.5,130,1.3,-166,-0.602409639,0.435,0.624,0.414,0.586,-2.072%,-3.812%,0,2,0.00,,,,
6/22/2022,BAL,Tyler Wells,3.39,1,2.5,-175,-0.571428571,130,1.3,0.636,0.435,0.658,0.342,2.196%,-9.311%,0,1,0.00,,,,
6/22/2022,CHC,Keegan Thompson,3.83,1,3.5,-152,-0.657894737,120,1.2,0.603,0.455,0.533,0.467,-7.054%,1.282%,0,2,0.00,,,,
6/22/2022,BOS,Michael Wacha,4.84,1,4.5,110,1.1,-140,-0.714285714,0.476,0.583,0.531,0.469,5.481%,-11.433%,2,2,10.00,W,11.00,11.00,
6/22/2022,DET,Tarik Skubal,5.81,1,5.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.523,0.477,-0.047%,-6.879%,0,1,0.00,,,,
6/22/2022,NYY,Jordan Montgomery,4.67,1,5.5,130,1.3,-166,-0.602409639,0.435,0.624,0.326,0.674,-10.843%,4.959%,1,2,16.60,W,10.00,10.00,
6/22/2022,SF,Carlos Rodon,6.68,1,7.5,-122,-0.819672131,-106,-0.943396226,0.550,0.515,0.354,0.646,-19.583%,13.171%,1,2,15.90,L,-15.90,-15.90,
6/22/2022,ATL,Charlie Morton,5.82,1,6.5,120,1.2,-160,-0.625,0.455,0.615,0.365,0.635,-8.973%,1.980%,0,1,0.00,,,,
6/22/2022,CLE,Triston McKenzie,4.50,1,5.5,118,1.18,-150,-0.666666667,0.459,0.600,0.297,0.703,-16.165%,10.293%,1,2,22.50,W,15.00,15.00,
6/22/2022,MIN,Sonny Gray,3.95,1,4.5,108,1.08,-138,-0.724637681,0.481,0.580,0.361,0.639,-11.937%,5.877%,1,2,13.80,W,10.00,10.00,
6/22/2022,STL,Adam Wainwright,5.07,1,4.5,-115,-0.869565217,-110,-0.909090909,0.535,0.524,0.572,0.428,3.682%,-9.551%,0,1,0.00,,,,
6/22/2022,MIL,Eric Lauer,4.61,1,4.5,-156,-0.641025641,122,1.22,0.609,0.450,0.489,0.511,-12.073%,6.091%,1,2,10.00,L,-10.00,-10.00,
6/22/2022,SEA,George Kirby,4.79,1,4.5,-150,-0.666666667,110,1.1,0.600,0.476,0.522,0.478,-7.808%,0.189%,0,1,0.00,,,,
6/22/2022,OAK,Paul Blackburn,4.46,1,3.5,-156,-0.641025641,122,1.22,0.609,0.450,0.651,0.349,4.154%,-10.136%,0,2,0.00,,,,
6/22/2022,KC,Daniel Lynch,4.75,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.340,0.660,-13.592%,7.640%,1,1,21.00,W,15.00,15.00,
6/22/2022,LAA,Shohei Ohtani,5.85,1,6.5,100,1,-130,-0.769230769,0.500,0.565,0.370,0.630,-13.038%,6.516%,1,1,13.00,L,-13.00,-13.00,
6/23/2022,COL,Kyle Freeland,3.80,1,4.5,106,1.06,-134,-0.746268657,0.485,0.573,0.332,0.668,-15.328%,9.519%,1,2,20.10,L,-20.10,-20.10,
6/23/2022,SF,Alex Wood,4.93,1,5.5,104,1.04,-132,-0.757575758,0.490,0.569,0.372,0.628,-11.844%,5.928%,1,2,13.20,W,10.00,10.00,
6/23/2022,ATL,Kyle Wright,5.45,1,5.5,-175,-0.571428571,130,1.3,0.636,0.435,0.462,0.538,-17.387%,10.273%,1,1,15.00,W,19.50,19.50,
6/23/2022,LAD,Clayton Kershaw,4.89,1,5.5,104,1.04,-132,-0.757575758,0.490,0.569,0.365,0.635,-12.545%,6.629%,1,2,13.20,L,-13.20,-13.20,
6/23/2022,CIN,Hunter Greene,5.48,1,6.5,116,1.16,-148,-0.675675676,0.463,0.597,0.311,0.689,-15.214%,9.240%,1,2,22.20,W,15.00,15.00,
6/23/2022,CHC,Justin Steele,5.00,1,4.5,-145,-0.689655172,110,1.1,0.592,0.476,0.560,0.440,-3.233%,-3.570%,0,1,0.00,,,,
6/23/2022,PIT,Jose Quintana,4.92,1,4.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.545,0.455,1.048%,-8.024%,0,1,0.00,,,,
6/23/2022,CLE,Zach Plesac,4.16,1,3.5,-125,-0.8,-105,-0.952380952,0.556,0.512,0.597,0.403,4.159%,-10.934%,0,1,0.00,,,,
6/23/2022,MIN,Devin Smeltzer,3.13,1,3.5,-150,-0.666666667,118,1.18,0.600,0.459,0.382,0.618,-21.813%,15.942%,1,2,15.00,W,17.70,17.70,
6/23/2022,STL,Dakota Hudson,3.94,1,3.5,-135,-0.740740741,105,1.05,0.574,0.488,0.555,0.445,-1.975%,-4.253%,0,1,0.00,,,,
6/23/2022,MIL,Jason Alexander,2.79,1,2.5,-175,-0.571428571,130,1.3,0.636,0.435,0.528,0.472,-10.820%,3.706%,0,1,0.00,,,,
6/23/2022,SEA,Robbie Ray,6.37,1,6.5,-144,-0.694444444,114,1.14,0.590,0.467,0.453,0.547,-13.725%,7.980%,1,2,10.00,W,11.40,11.40,
6/23/2022,OAK,Frankie Montas,6.00,1,6.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.394,0.606,-14.119%,7.142%,1,1,11.50,L,-11.50,-11.50,
6/23/2022,HOU,Framber Valdez,4.83,1,5.5,105,1.05,-140,-0.714285714,0.488,0.583,0.354,0.646,-13.357%,6.243%,1,1,14.00,L,-14.00,-14.00,
6/23/2022,NYY,Jameson Taillon,4.35,1,4.5,120,1.2,-160,-0.625,0.455,0.615,0.439,0.561,-1.534%,-5.459%,0,1,0.00,,,,
6/23/2022,CWS,Johnny Cueto,4.70,1,4.5,100,1,-130,-0.769230769,0.500,0.565,0.505,0.495,0.539%,-7.061%,0,1,0.00,,,,
6/23/2022,PHI,Ranger Suarez,4.34,1,4.5,115,1.15,-155,-0.64516129,0.465,0.608,0.437,0.563,-2.783%,-4.513%,0,1,0.00,,,,
6/23/2022,SD,Joe Musgrove,6.05,1,6.5,120,1.2,-152,-0.657894737,0.455,0.603,0.402,0.598,-5.282%,-0.490%,0,2,0.00,,,,
6/24/2022,MIA,Sandy Alcantara,5.20,1,5.5,-170,-0.588235294,120,1.2,0.630,0.455,0.419,0.581,-21.054%,12.637%,1,1,15.00,W,18.00,18.00,
6/24/2022,NYM,Taijuan Walker,4.68,1,4.5,-115,-0.869565217,-110,-0.909090909,0.535,0.524,0.502,0.498,-3.320%,-2.550%,0,1,0.00,,,,
6/24/2022,HOU,Justin Verlander,6.16,1,6.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.419,0.581,-8.557%,2.310%,0,2,0.00,,,,
6/24/2022,NYY,Luis Severino,5.80,1,5.5,-148,-0.675675676,116,1.16,0.597,0.463,0.522,0.478,-7.509%,1.535%,0,2,0.00,,,,
6/24/2022,BOS,Nick Pivetta,5.11,1,5.5,125,1.25,-175,-0.571428571,0.444,0.636,0.403,0.597,-4.111%,-3.970%,0,1,0.00,,,,
6/24/2022,CLE,Cal Quantrill,4.58,1,4.5,125,1.25,-165,-0.606060606,0.444,0.623,0.483,0.517,3.857%,-10.565%,0,1,0.00,,,,
6/24/2022,PIT,Mitch Keller,4.74,1,4.5,-132,-0.757575758,104,1.04,0.569,0.490,0.513,0.487,-5.620%,-0.296%,0,2,0.00,,,,
6/24/2022,TB,Jeffrey Springs,6.59,1,6.5,120,1.2,-160,-0.625,0.455,0.615,0.488,0.512,3.305%,-10.298%,0,1,0.00,,,,
6/24/2022,LAD,Julio Urias,4.61,1,5.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.316,0.684,-19.384%,13.448%,1,2,15.00,L,-15.00,-15.00,
6/24/2022,ATL,Ian Anderson,4.76,1,4.5,112,1.12,-142,-0.704225352,0.472,0.587,0.516,0.484,4.474%,-10.321%,0,2,0.00,,,,
6/24/2022,TEX,Dane Dunning,4.65,1,4.5,105,1.05,-140,-0.714285714,0.488,0.583,0.496,0.504,0.831%,-7.944%,0,1,0.00,,,,
6/24/2022,CWS,Michael Kopech,6.47,1,5.5,-154,-0.649350649,120,1.2,0.606,0.455,0.627,0.373,2.028%,-8.113%,0,2,0.00,,,,
6/24/2022,TOR,Alex Manoah,5.94,1,5.5,-130,-0.769230769,102,1.02,0.565,0.495,0.545,0.455,-2.058%,-3.968%,0,2,0.00,,,,
6/24/2022,MIL,Adrian Houser,3.83,1,3.5,-130,-0.769230769,100,1,0.565,0.500,0.533,0.467,-3.258%,-3.263%,0,1,0.00,,,,
6/24/2022,COL,German Marquez,4.84,1,4.5,-152,-0.657894737,120,1.2,0.603,0.455,0.531,0.469,-7.218%,1.446%,0,2,0.00,,,,
6/24/2022,MIN,Dylan Bundy,4.60,1,3.5,-160,-0.625,120,1.2,0.615,0.455,0.674,0.326,5.891%,-12.884%,2,1,16.00,L,-16.00,-16.00,
6/24/2022,OAK,Cole Irvin,3.50,1,3.5,100,1,-130,-0.769230769,0.500,0.565,0.463,0.537,-3.663%,-2.858%,0,1,0.00,,,,
6/24/2022,KC,Zack Greinke,3.34,1,2.5,-145,-0.689655172,110,1.1,0.592,0.476,0.649,0.351,5.671%,-12.473%,2,1,14.50,W,10.00,10.00,
6/24/2022,CHC,Kyle Hendricks,3.39,1,3.5,120,1.2,-160,-0.625,0.455,0.615,0.439,0.561,-1.509%,-5.484%,0,1,0.00,,,,
6/24/2022,SEA,Chris Flexen,4.59,1,4.5,-130,-0.769230769,100,1,0.565,0.500,0.485,0.515,-8.033%,1.511%,0,1,0.00,,,,
6/24/2022,LAA,Michael Lorenzen,4.54,1,4.5,120,1.2,-152,-0.657894737,0.455,0.603,0.475,0.525,2.093%,-7.865%,0,2,0.00,,,,
6/24/2022,PHI,Aaron Nola,6.70,1,6.5,104,1.04,-130,-0.769230769,0.490,0.565,0.505,0.495,1.451%,-6.992%,0,2,0.00,,,,
6/24/2022,SD,MacKenzie Gore,6.93,1,5.5,110,1.1,-145,-0.689655172,0.476,0.592,0.690,0.310,21.407%,-28.210%,2,1,10.00,L,-10.00,-10.00,
6/24/2022,ARI,Merrill Kelly,4.88,1,5.5,114,1.14,-144,-0.694444444,0.467,0.590,0.363,0.637,-10.430%,4.684%,0,2,0.00,,,,
6/24/2022,DET,Rony Garcia,4.61,1,4.5,110,1.1,-145,-0.689655172,0.476,0.592,0.489,0.511,1.245%,-8.048%,0,1,0.00,,,,
6/24/2022,SF,Alex Cobb,4.06,1,4.5,100,1,-130,-0.769230769,0.500,0.565,0.383,0.617,-11.712%,5.190%,1,1,13.00,W,10.00,10.00,
6/24/2022,CIN,Graham Ashcraft,3.21,1,3.5,-160,-0.625,120,1.2,0.615,0.455,0.400,0.600,-21.568%,14.575%,1,1,15.00,L,-15.00,-15.00,
6/25/2022,HOU,Christian Javier,6.01,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.556,0.444,7.973%,-13.926%,2,2,15.00,W,16.50,16.50,
6/25/2022,NYY,Gerrit Cole,6.81,1,7.5,-116,-0.862068966,-110,-0.909090909,0.537,0.524,0.373,0.627,-16.404%,10.319%,1,2,16.50,L,-16.50,-16.50,
6/25/2022,TB,Corey Kluber,5.94,1,5.5,-105,-0.952380952,-125,-0.8,0.512,0.556,0.545,0.455,3.244%,-10.019%,0,1,0.00,,,,
6/25/2022,PIT,JT Brubaker,5.52,1,5.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.475,0.525,-6.038%,-0.939%,0,1,0.00,,,,
6/25/2022,CWS,Lance Lynn,5.34,1,5.5,-150,-0.666666667,115,1.15,0.600,0.465,0.443,0.557,-15.652%,9.141%,1,1,15.00,L,-15.00,-15.00,
6/25/2022,STL,Miles Mikolas,4.96,1,4.5,-160,-0.625,120,1.2,0.615,0.455,0.552,0.448,-6.292%,-0.701%,0,1,0.00,,,,
6/25/2022,WSH,Josiah Gray,6.01,1,5.5,-130,-0.769230769,100,1,0.565,0.500,0.556,0.444,-0.929%,-5.593%,0,1,0.00,,,,
6/25/2022,NYM,Chris Bassitt,6.07,1,5.5,-155,-0.64516129,120,1.2,0.608,0.455,0.565,0.435,-4.235%,-2.004%,0,1,0.00,,,,
6/25/2022,MIA,Trevor Rodgers,4.34,1,5.5,126,1.26,-160,-0.625,0.442,0.615,0.270,0.730,-17.247%,11.461%,1,2,24.00,W,15.00,15.00,
6/25/2022,MIL,Corbin Burnes,6.56,1,7.5,-150,-0.666666667,110,1.1,0.600,0.476,0.336,0.664,-26.396%,18.777%,1,1,15.00,L,-15.00,-15.00,
6/25/2022,TOR,Yusei Kikuchi,5.33,1,5.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.442,0.558,-6.806%,0.871%,0,2,0.00,,,,
6/25/2022,OAK,Jared Koenig,3.69,1,2.5,-155,-0.64516129,120,1.2,0.608,0.455,0.713,0.287,10.503%,-16.742%,2,1,15.50,W,10.00,10.00,
6/25/2022,KC,Brad Keller,3.95,1,4.5,130,1.3,-166,-0.602409639,0.435,0.624,0.361,0.639,-7.339%,1.454%,0,2,0.00,,,,
6/25/2022,BOS,Josh Winckowski,3.72,1,3.5,135,1.35,-180,-0.555555556,0.426,0.643,0.510,0.490,8.448%,-15.287%,2,1,10.00,W,13.50,13.50,
6/25/2022,CLE,Shane Bieber,6.71,1,6.5,-152,-0.657894737,120,1.2,0.603,0.455,0.506,0.494,-9.693%,3.921%,0,2,0.00,,,,
6/25/2022,SF,Logan Webb,5.59,1,5.5,105,1.05,-135,-0.740740741,0.488,0.574,0.486,0.514,-0.136%,-6.091%,0,1,0.00,,,,
6/25/2022,CIN,Mike Minor,4.31,1,4.5,-140,-0.714285714,105,1.05,0.583,0.488,0.431,0.569,-15.184%,8.070%,1,1,10.00,W,10.50,10.50,
6/25/2022,MIN,Chris Archer,3.90,1,3.5,-118,-0.847457627,-108,-0.925925926,0.541,0.519,0.547,0.453,0.547%,-6.598%,0,2,0.00,,,,
6/25/2022,ATL,Max Fried,5.78,1,5.5,-130,-0.769230769,100,1,0.565,0.500,0.518,0.482,-4.685%,-1.837%,0,1,0.00,,,,
6/25/2022,SEA,Logan Gilbert,6.29,1,6.5,106,1.06,-134,-0.746268657,0.485,0.573,0.440,0.560,-4.527%,-1.282%,0,2,0.00,,,,
6/25/2022,LAA,Patrick Sandoval,5.56,1,5.5,-140,-0.714285714,110,1.1,0.583,0.476,0.481,0.519,-10.200%,4.247%,0,2,0.00,,,,
6/25/2022,PHI,Zach Eflin,4.71,1,4.5,102,1.02,-130,-0.769230769,0.495,0.565,0.507,0.493,1.219%,-7.246%,0,2,0.00,,,,
6/25/2022,SD,Blake Snell,6.78,1,6.5,108,1.08,-138,-0.724637681,0.481,0.580,0.517,0.483,3.625%,-9.685%,0,2,0.00,,,,
6/25/2022,DET,Alex Faedo,4.85,1,3.5,-165,-0.606060606,125,1.25,0.623,0.444,0.713,0.287,9.064%,-15.773%,2,1,24.75,W,15.00,15.00,
6/25/2022,ARI,Zach Davies,4.71,1,4.5,-105,-0.952380952,-125,-0.8,0.512,0.556,0.507,0.493,-0.496%,-6.279%,0,1,0.00,,,,
6/27/2022,NYY,Jordan Montgomery,4.93,1,5.5,110,1.1,-145,-0.689655172,0.476,0.592,0.372,0.628,-10.443%,3.640%,0,1,0.00,,,,
6/27/2022,OAK,Paul Blackburn,3.53,1,3.5,-146,-0.684931507,114,1.14,0.593,0.467,0.470,0.530,-12.367%,6.288%,1,2,10.00,L,-10.00,-10.00,
6/27/2022,TOR,Kevin Gausman,5.48,1,6.5,124,1.24,-158,-0.632911392,0.446,0.612,0.311,0.689,-13.560%,7.677%,1,2,15.80,L,-15.80,-15.80,
6/27/2022,MIN,Sonny Gray,4.25,1,4.5,-130,-0.769230769,100,1,0.565,0.500,0.420,0.580,-14.534%,8.012%,1,1,15.00,W,15.00,15.00,
6/27/2022,CLE,Triston McKenzie,4.80,1,5.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.349,0.651,-18.589%,11.612%,1,1,17.25,L,-17.25,-17.25,
6/27/2022,STL,Adam Wainwright,4.96,1,4.5,-145,-0.689655172,110,1.1,0.592,0.476,0.552,0.448,-3.938%,-2.865%,0,1,0.00,,,,
6/27/2022,MIA,Pablo Lopez,4.99,1,5.5,112,1.12,-144,-0.694444444,0.472,0.590,0.382,0.618,-8.941%,2.755%,0,2,0.00,,,,
6/27/2022,KC,Kris Bubic,4.07,1,4.5,106,1.06,-136,-0.735294118,0.485,0.576,0.385,0.615,-10.060%,3.889%,0,2,0.00,,,,
6/27/2022,TEX,Martin Perez,3.76,1,4.5,110,1.1,-145,-0.689655172,0.476,0.592,0.324,0.676,-15.180%,8.377%,1,1,21.75,L,-21.75,-21.75,
6/27/2022,COL,Chad Kuhl,3.80,1,3.5,-145,-0.689655172,110,1.1,0.592,0.476,0.527,0.473,-6.532%,-0.271%,0,1,0.00,,,,
6/27/2022,LAD,Tyler Anderson,3.78,1,3.5,-145,-0.689655172,110,1.1,0.592,0.476,0.522,0.478,-6.942%,0.139%,0,1,0.00,,,,
6/27/2022,CWS,Lucas Giolito,6.72,1,6.5,-128,-0.78125,100,1,0.561,0.500,0.508,0.492,-5.361%,-0.779%,0,2,0.00,,,,
6/27/2022,LAA,Noah Syndergaard,3.66,1,4.5,124,1.24,-158,-0.632911392,0.446,0.612,0.305,0.695,-14.136%,8.253%,1,2,23.70,L,-23.70,-23.70,
6/27/2022,BAL,Tyler Wells,4.19,1,4.5,116,1.16,-148,-0.675675676,0.463,0.597,0.408,0.592,-5.473%,-0.500%,0,2,0.00,,,,
6/27/2022,SEA,George Kirby,4.78,1,5.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.346,0.654,-16.430%,10.495%,1,2,18.30,W,15.00,15.00,
6/28/2022,MIN,Devin Smeltzer,3.44,1,2.5,-160,-0.625,120,1.2,0.615,0.455,0.668,0.332,5.253%,-12.246%,2,1,24.00,W,15.00,15.00,
6/28/2022,OAK,Frankie Montas,6.03,1,6.5,120,1.2,-165,-0.606060606,0.455,0.623,0.399,0.601,-5.603%,-2.116%,0,1,0.00,,,,
6/28/2022,ATL,Charlie Morton,6.17,1,6.5,-130,-0.769230769,102,1.02,0.565,0.495,0.421,0.579,-14.424%,8.397%,1,2,15.00,W,15.30,15.30,
6/28/2022,PHI,Zack Wheeler,6.85,1,7.5,116,1.16,-146,-0.684931507,0.463,0.593,0.379,0.621,-8.402%,2.756%,0,2,0.00,,,,
6/28/2022,PIT,Jose Quintana,4.07,1,4.5,120,1.2,-152,-0.657894737,0.455,0.603,0.385,0.615,-6.971%,1.199%,0,2,0.00,,,,
6/28/2022,WSH,Patrick Corbin,5.05,1,4.5,-150,-0.666666667,115,1.15,0.600,0.465,0.568,0.432,-3.176%,-3.335%,0,1,0.00,,,,
6/28/2022,BOS,Michael Wacha,4.01,1,3.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.568,0.432,3.360%,-10.336%,0,1,0.00,,,,
6/28/2022,TOR,Ross Stripling,4.40,1,3.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.641,0.359,11.674%,-18.601%,2,1,16.50,L,-16.50,-16.50,
